nodeID,xcoord,ycoord,floor,building,nodeType,longName,shortName,teamAssigned
DHALL04402,3775,745,FLOOR_TWO,15 Francis,HALL,Hallway 44 Floor 6,Hallway D4402,Team D
DHALL04502,3825,760,FLOOR_TWO,15 Francis,HALL,Hallway 45 Floor 6,Hallway D4502,Team D
DHALL04602,3745,780,FLOOR_TWO,15 Francis,HALL,Hallway 46 Floor 6,Hallway D4602,Team D
DHALL04702,3655,805,FLOOR_TWO,15 Francis,HALL,Hallway 47 Floor 6,Hallway D4702,Team D
DHALL04802,3645,775,FLOOR_TWO,15 Francis,HALL,Hallway 48 Floor 2,Hallway D4802,Team D
DHALL04902,3630,810,FLOOR_TWO,15 Francis,HALL,Hallway 49 Floor 2,Hallway D4902,Team D
DHALL05002,3575,825,FLOOR_TWO,15 Francis,HALL,Hallway 50 Floor 2,Hallway D5002,Team D
DHALL05102,3555,730,FLOOR_TWO,15 Francis,HALL,Hallway 51 Floor 2,Hallway D5102,Team D
DHALL05202,3525,840,FLOOR_TWO,15 Francis,HALL,Hallway 52 Floor 2,Hallway D5202,Team D
DHALL05302,3490,845,FLOOR_TWO,15 Francis,HALL,Hallway 53 Floor 2,Hallway D5302,Team D
DHALL05402,3450,850,FLOOR_TWO,15 Francis,HALL,Hallway 54 Floor 2,Hallway D5402,Team D
DHALL05502,3440,800,FLOOR_TWO,15 Francis,HALL,Hallway 55 Floor 2,Hallway D5502,Team D
DHALL05602,3480,790,FLOOR_TWO,15 Francis,HALL,Hallway 56 Floor 2,Hallway D5602,Team D
DHALL05702,3510,790,FLOOR_TWO,15 Francis,HALL,Hallway 57 Floor 2,Hallway D5702,Team D
DHALL05802,3420,850,FLOOR_TWO,15 Francis,HALL,Hallway 58 Floor 2,Hallway D5802,Team D
ESTAI00101,2190,910,FLOOR_ONE,45 Francis,STAI,Staircase K1 Floor 1,Stair K1,Team E
EHALL00301,2240,910,FLOOR_ONE,45 Francis,HALL,Hallway Node 1 Floor 1,Hall 01,Team E
EHALL00401,2275,910,FLOOR_ONE,45 Francis,HALL,Hallway Node 2 Floor 1,HallE02,Team E
ESTAI00201,2275,830,FLOOR_ONE,45 Francis,STAI,Staircase J1 Floor 1,Stair J1,Team E
EEXIT00101,2275,785,FLOOR_ONE,45 Francis,EXIT,Ambulance Parking Exit Floor 1,AmbExit 1,Team E
EHALL00501,2290,910,FLOOR_ONE,45 Francis,HALL,Hallway Node 3 Floor 1,HallE03,Team E
EHALL00601,2385,910,FLOOR_ONE,45 Francis,HALL,Hallway Node 4 Floor 1,HallE04,Team E
EHALL00701,2385,860,FLOOR_ONE,45 Francis,HALL,Hallway Node 5 Floor 1,HallE05,Team E
EDEPT00101,2335,860,FLOOR_ONE,45 Francis,DEPT,Waiting Room 1 Floor 1,Wait 1,Team E
EHALL00801,2460,910,FLOOR_ONE,45 Francis,HALL,Hallway Node 6 Floor 1,HallE06,Team E
EINFO00101,2460,850,FLOOR_ONE,45 Francis,INFO,Connor's Center Security Desk Floor 1,Security 1,Team E
EHALL00901,2585,910,FLOOR_ONE,45 Francis,HALL,Hallway Node 7 Floor 1,HallE07,Team E
EHALL01001,2585,890,FLOOR_ONE,45 Francis,HALL,Hallway Node 8 Floor 1,HallE08,Team E
EHALL01101,2610,910,FLOOR_ONE,45 Francis,HALL,Hallway Node 9 Floor 1,HallE09,Team E
EHALL01201,2610,955,FLOOR_ONE,45 Francis,HALL,Hallway Node 10 Floor 1,HallE10,Team E
EHALL01301,2660,955,FLOOR_ONE,45 Francis,HALL,Hallway Node 11 Floor 1,HallE11,Team E
EHALL01401,2660,980,FLOOR_ONE,45 Francis,HALL,Hallway Node 12 Floor 1,HallE12,Team E
EHALL01501,2675,910,FLOOR_ONE,45 Francis,HALL,Hallway Node 13 Floor 1,HallE13,Team E
EHALL01601,2910,910,FLOOR_ONE,45 Francis,HALL,Hallway Node 14 Floor 1,HallE14,Team E
EHALL01701,2910,890,FLOOR_ONE,45 Francis,HALL,Hallway Node 15 Floor 1,HallE15,Team E
EHALL01801,2925,910,FLOOR_ONE,45 Francis,HALL,Hallway Node 16 Floor 1,HallE16,Team E
EHALL01901,2960,900,FLOOR_ONE,45 Francis,HALL,Hallway Node 17 Floor 1,HallE17,Team E
EHALL02001,2950,745,FLOOR_ONE,45 Francis,HALL,Hallway Node 18 Floor 1,HallE18,Team E
EREST00101,2950,730,FLOOR_ONE,45 Francis,REST,Restroom G1 Floor 1,Restroom G1,Team E
EEXIT00201,2950,705,FLOOR_ONE,45 Francis,EXIT,Exit 2 Floor 1,Exit 2,Team E
ELABS00101,3050,730,FLOOR_ONE,45 Francis,LABS,Asthma Research Floor 1,Asthma 1,Team E
EDEPT00201,3100,890,FLOOR_ONE,45 Francis,DEPT,Wound and Ambulatory 1,WCCAT 1,Team E
EDEPT00301,3200,880,FLOOR_ONE,45 Francis,DEPT,Ocupational Health Floor 1,Ocupational 1,Team E
EHALL02101,3230,880,FLOOR_ONE,45 Francis,HALL,Hallway Node 19 Floor 1,HallE19,Team E
EHALL02201,3270,875,FLOOR_ONE,45 Francis,HALL,Hallway Node 20 Floor 1,HallE20,Team E
EHALL02301,3325,870,FLOOR_ONE,45 Francis,HALL,Hallway Node 21 Floor 1,HallE21,Team E
EHALL02401,2770,980,FLOOR_ONE,45 Francis,HALL,Hallway Node 22 Floor 1,HallE22,Team E
EHALL02501,2925,980,FLOOR_ONE,45 Francis,HALL,Hallway Node 23 Floor 1,HallE23,Team E
EREST00201,2985,980,FLOOR_ONE,45 Francis,REST,Restroom F1 Floor 1,Restroom F1,Team E
EHALL02601,3085,980,FLOOR_ONE,45 Francis,HALL,Hallway Node 24 Floor 1,HallE24,Team E
EHALL02701,3085,1000,FLOOR_ONE,45 Francis,HALL,Hallway Node 25 Floor 1,HallE25,Team E
EHALL02801,2925,1050,FLOOR_ONE,45 Francis,HALL,Hallway Node 26 Floor 1,HallE26,Team E
EHALL02901,2770,1070,FLOOR_ONE,45 Francis,HALL,Hallway Node 27 Floor 1,HallE27,Team E
EHALL03001,2790,1070,FLOOR_ONE,45 Francis,HALL,Hallway Node 28 Floor 1,HallE28,Team E
ESTAI00301,2790,1155,FLOOR_ONE,45 Francis,STAI,Staircase H1 Floor 1,Stair H1,Team E
EREST00301,2790,1190,FLOOR_ONE,45 Francis,REST,Restroom H1 Floor 1,Restroom H1,Team E
ELABS00201,2790,1290,FLOOR_ONE,45 Francis,LABS,Ambulatory X-Ray Floor 1,X-Ray 1,Team E
EDEPT00401,2790,1380,FLOOR_ONE,45 Francis,DEPT,Rehabilitation Services Floor 1,Rehab 1,Team E
EHALL03101,2790,1460,FLOOR_ONE,45 Francis,HALL,Hallway Node 29 Floor 1,HallE29,Team E
EHALL03201,2670,1380,FLOOR_ONE,45 Francis,HALL,Hallway Node 30 Floor 1,HallE30,Team E
EHALL03301,2605,1380,FLOOR_ONE,45 Francis,HALL,Hallway Node 31 Floor 1,HallE31,Team E
ESTAI00401,2605,1340,FLOOR_ONE,45 Francis,STAI,Staircase H2 Floor 1,Stair H2,Team E
EHALL03401,2835,1460,FLOOR_ONE,45 Francis,HALL,Hallway Node 32 Floor 1,HallE32,Team E
EHALL03501,2760,1460,FLOOR_ONE,45 Francis,HALL,Hallway Node 33 Floor 1,HallE33,Team E
EHALL03601,2760,1405,FLOOR_ONE,45 Francis,HALL,Hallway Node 34 Floor 1,HallE34,Team E
FHALL00101,2055,910,FLOOR_ONE,Tower,HALL,Lower Pike Hallway Exit Lobby,Hallway F00101,Team F
FHALL00201,2026,910,FLOOR_ONE,Tower ,HALL,Lobby Shattuck Street,Hallway F00201,Team F
FSTAI00101,2026,892,FLOOR_ONE,Tower,STAI,Lobby Shattuck Street Stairs,Stairway F00101,Team F
FHALL00301,2017,910,FLOOR_ONE,Tower,HALL,Shattuck Street Lobby 1,Hallway F00301,Team F
FEXIT00101,2017,799,FLOOR_ONE,Tower,EXIT,Shattuck Street Lobby Exit,Shattuck St. Exit,Team F
FHALL00401,1973,910,FLOOR_ONE,Tower,HALL,Shattuck Street Lobby 2,Hallway F00401,Team F
FRETL00101,1973,844,FLOOR_ONE,Tower,RETL,Lobby Vending Machine,VM Lobby,Team F
FHALL00501,1950,910,FLOOR_ONE,Tower,HALL,Shattuck Street Lobby 3,Hallway F00501,Team F
FSERV00101,1950,871,FLOOR_ONE,Tower,SERV,Shattuck Street Lobby ATM,Lobby ATM,Team F
FHALL00601,1869,930,FLOOR_ONE,Tower,HALL,Tower Lobby Entrance 1,Tower Entrance,Team F
FHALL00701,1758,930,FLOOR_ONE,Tower,HALL,Tower Elevator Entrance,Hallway F00701,Team F
FHALL00801,1758,850,FLOOR_ONE,Tower,HALL,Tower Hallway 1,Hallway F00801,Team F
FHALL01301,1627,825,FLOOR_ONE,Tower,HALL,Tower Hallway 5,Hallway F01301,Team F
FHALL00901,1627,850,FLOOR_ONE,Tower,HALL,Tower Hallway 2,Hallway F00901,Team F
FHALL01001,1627,802,FLOOR_ONE,Tower,HALL,Tower Hallway 3,Hallway F01001,Team F
FSTAI00201,1673,802,FLOOR_ONE,Tower,STAI,Tower Stairway 1,Tower Stairs 1,Team F
FHALL01101,1627,930,FLOOR_ONE,Tower,HALL,Tower Hallway 4,Hallway F01101,Team F
FHALL01201,1548,930,FLOOR_ONE,Tower,HALL,Tower Staff Entrance,Hallway F01201,Team F
FDEPT00101,1617,825,FLOOR_ONE,Tower,DEPT,Center for International Medicine,CIM,Team F
FSERV00401,1721,970,FLOOR_ONE,Tower,DEPT,Spiritual Care Office,SCO,Team F
FHALL01401,1627,1029,FLOOR_ONE,Tower,HALL,Tower Hallway 6,Hallway F01401,Team F
FSERV00201,1605,1029,FLOOR_ONE,Tower,SERV,Tower Medical Cashier,Tower Cashier,Team F
FHALL01501,1627,1060,FLOOR_ONE,Tower,HALL,Tower Hallway 7,Hallway F01501,Team F
FHALL01601,1758,1060,FLOOR_ONE,Tower,HALL,Tower Hallway 8,Hallway F01601,Team F
FHALL01701,1721,956,FLOOR_ONE,Tower,HALL,Tower Hallway 9,Hallway F01701,Team F
FDEPT00301,1721,931,FLOOR_ONE,Tower,DEPT,Multifaith Chapel,Chapel,Team F
FHALL01801,1758,956,FLOOR_ONE,Tower,HALL,Tower Hallway 10,Hallway F01801,Team F
FHALL01901,1758,1120,FLOOR_ONE,Tower,HALL,Tower Hallway 11,Hallway F01901,Team F
FHALL02001,1700,1120,FLOOR_ONE,Tower,HALL,Tower Hallway 12,Hallway F02001,Team F
FDEPT00201,1610,1120,FLOOR_ONE,Tower,DEPT,Bretholtz Center for Patients and Families,Bretholtz WR,Team F
FSERV00301,1700,1158,FLOOR_ONE,Tower,SERV,Kessler Library,Kessler Library,Team F
FHALL02101,1769,1146,FLOOR_ONE,Tower,HALL,Tower Hallway Entrance,Tower Entrance 2,Team F
FDEPT00401,1794,1146,FLOOR_ONE,Tower,DEPT,Sharf Admitting Center,Sharf Center,Team F
FHALL02201,1769,1280,FLOOR_ONE,Tower,HALL,Hallway Lobby Entrance,Entrance Hallway,Team F
FLABS00101,1845,1250,FLOOR_ONE,Tower,LABS,Obstetrics Admitting,Obs Admitting,Team F
FHALL02301,1845,1280,FLOOR_ONE,Tower,HALL,Lobby Hallway 1,Hallway F02301,Team F
FHALL02401,1965,1280,FLOOR_ONE,Tower,HALL,Lobby Hallway 2,Hallway F02401,Team F
FHALL02501,1965,1239,FLOOR_ONE,Tower,HALL,Lobby Hallway 3,Hallway F02501,Team F
FSTAI00301,1947,1239,FLOOR_ONE,Tower,STAI,Lobby Escalator,Lobby Escalator,Team F
FHALL02601,2026,1239,FLOOR_ONE,Tower,HALL,Lobby Hallway 4,Hallway F02601,Team F
FHALL02701,2066,1239,FLOOR_ONE,Tower,HALL,Lobby Hallway 7,Hallway F02701,Team F
FDEPT00501,2128,1300,FLOOR_ONE,Tower,DEPT,Emergency Department,Emergency,Team F
FHALL02801,1748,1280,FLOOR_ONE,Tower,HALL,Lobby Entrance Hallway,HallwayF02801,Team F
FEXIT00201,1748,1321,FLOOR_ONE,Tower,EXIT,75 Francis Valet Drop-off,75 Francis Exit,Team F
FHALL02901,1700,1280,FLOOR_ONE,Tower,HALL,75 Lobby,75 Lobby,Team F
FINFO00101,1700,1226,FLOOR_ONE,Tower,INFO,75 Lobby Information Desk,Lobby Info Desk,Team F
FSERV00501,1645,1280,FLOOR_ONE,Tower,SERV,75 Lobby Valet Cashier,Valet Cashier,Team F
FHALL03001,1645,1246,FLOOR_ONE,Tower,HALL,Lobby Hallway 5,Hallway F02701,Team F
FRETL00201,1609,1246,FLOOR_ONE,Tower,RETL,Au Bon Pain,ABP,Team F
FHALL03101,2026,976,FLOOR_ONE,Tower,HALL,Lobby Hallway 6,Hallway F02801,Team F
FREST00101,2091,976,FLOOR_ONE,Tower,REST,Bathroom 75 Lobby,Bathroom Lobby,Team F
FEXIT00301,2099,1357,FLOOR_ONE,Tower,EXIT,Emergency Department Entrance,Emergency Entrance,Team F
FHALL03201,1758,1029,FLOOR_ONE,Tower,HALL,Tower Hallway 13 ,Hallway F03201,Team F
FDEPT00601,1780,1029,FLOOR_ONE,Tower,DEPT,International Patient Center,IPC,Team F
FHALL03301,2066,1282,FLOOR_ONE,Tower,HALL,Emergency Hallway,Hallway F03301,Team F
GCONF02001,1513,2116,FLOOR_ONE,Shapiro,CONF,Shapiro Board Room Node 20 Floor 1,Shapiro Board Room,Team G
GDEPT01901,1567,2116,FLOOR_ONE,Shapiro,DEPT,Zinner Breakout Room Node 19 Floor 1,Zinner Breakout Room,Team G
GELEV00N01,1647,1930,FLOOR_ONE,Shapiro,ELEV,Elevator N Node 26 Floor 1,,Team G
GELEV00Q01,1607,2115,FLOOR_ONE,Shapiro,ELEV,Elevator Q Node 18 Floor 1,Elevator Q Floor 1,Team G
GEXIT00101,1748,1832,FLOOR_ONE,Shapiro,EXIT,Francis Street Exit Node 1 Floor 1,Francis Street Exit Floor 1,Team G
GHALL00201,1722,1832,FLOOR_ONE,Shapiro,HALL,Hallway Node 2 Floor 1,,Team G
GHALL00301,1705,1831,FLOOR_ONE,Shapiro,HALL,Hallway Node 3 Floor 1,,Team G
GHALL00601,1707,2015,FLOOR_ONE,Shapiro,HALL,Hallway Node 6 Floor 1,,Team G
GHALL00701,1708,2092,FLOOR_ONE,Shapiro,HALL,Hallway Node 7 Floor 1,,Team G
GHALL00801,1707,2152,FLOOR_ONE,Shapiro,HALL,Hallway Node 8 Floor 1,,Team G
GHALL00901,1707,2164,FLOOR_ONE,Shapiro,HALL,Hallway Node 9 Floor 1,,Team G
GHALL01001,1673,2165,FLOOR_ONE,Shapiro,HALL,Hallway Node 10 Floor 1,,Team G
GHALL01401,1749,2151,FLOOR_ONE,Shapiro,HALL,Hallway Node 14 Floor 1,,Team G
GHALL01501,1749,2224,FLOOR_ONE,Shapiro,HALL,Hallway Node 15 Floor 1,,Team G
GHALL01601,1689,2225,FLOOR_ONE,Shapiro,HALL,Hallway Node 16 Floor 1,,Team G
GHALL01701,1605,2093,FLOOR_ONE,Shapiro,HALL,Hallway Node 17 Floor 1,,Team G
GHALL02101,1600,1830,FLOOR_ONE,Shapiro,HALL,Hallway Node 21 Floor 1,,Team G
GHALL02201,1601,1866,FLOOR_ONE,Shapiro,HALL,Hallway Node 22 Floor 1,,Team G
GHALL02401,1602,1928,FLOOR_ONE,Shapiro,HALL,Hallway Node 24 Floor 1,,Team G
GHALL02801,1270,1830,FLOOR_ONE,Shapiro,HALL,Hallway Node 28 Floor 1,,Team G
GHALL02901,1262,1850,FLOOR_ONE,Shapiro,HALL,Hallway Node 29 Floor 1,,Team G
GHALL0301,1256,1858,FLOOR_ONE,Shapiro,HALL,Hallway Node 30 Floor 1,,Team G
GHALL03101,1227,1859,FLOOR_ONE,Shapiro,HALL,Hallway Node 31 Floor 1,,Team G
GHALL03301,1255,1872,FLOOR_ONE,Shapiro,HALL,Hallway Node 33 Floor 1,,Team G
GHALL03401,1284,1872,FLOOR_ONE,Shapiro,HALL,Hallway Node 34 Floor 1,,Team G
GREST01201,1671,2015,FLOOR_ONE,Shapiro,REST,Bathroom Node 12 Floor 1,Restroom Shapiro Floor 1,Team G
GRETL03501,1284,1884,FLOOR_ONE,Shapiro,REST,Random Room Node 35 Floor 1,Secret Room Floor 1,Team G
GSERV02301,1600,1895,FLOOR_ONE,Shapiro,SERV,ATM Node 23 Floor 1,ATM Floor 1,Team G
GSTAI00501,1707,1992,FLOOR_ONE,Shapiro,STAI,Stairway Node 5 Floor 1,Northbound Stairs Floor 2,Team G
GSTAI01301,1750,2014,FLOOR_ONE,Shapiro,STAI,Staircase Node 13 Floor 1,Southbound Stairs Floor 1,Team G
GDEPT00702,1341,1778,FLOOR_TWO,Shapiro,DEPT,Waiting room? Node 7 Floor 2,Waiting Area Shapiro Floor 2,Team G
GDEPT02402,1578,1932,FLOOR_TWO,Shapiro,DEPT,Watkins A Node 24 Floor 2 Floor 2,Watkins A,Team G
GDEPT03502,1580,2166,FLOOR_TWO,Shapiro,DEPT,Watkins B Node 35 Floor 2,Watkins B,Team G
GELEV00N02,1630,1931,FLOOR_TWO,Shapiro,ELEV,Elevator N Node 25 Floor 2,Elevator N Floor 1,Team G
GELEV00Q02,1628,2102,FLOOR_TWO,Shapiro,ELEV,Elevator Q Node 31a Floor 2,Elevator Q Floor 2,Team G
GHALL00102,1170,1780,FLOOR_TWO,Shapiro,HALL,Hall Node 1 Floor 2,,Team G
GHALL00202,1168,1820,FLOOR_TWO,Shapiro,HALL,Hall Node 2 Floor 2,,Team G
GHALL00302,1231,1781,FLOOR_TWO,Shapiro,HALL,Hall Node 3 Floor 2,,Team G
GHALL00402,1230,1820,FLOOR_TWO,Shapiro,HALL,Hall Node 4 Floor 2,,Team G
GHALL00502,1283,1781,FLOOR_TWO,Shapiro,HALL,Hall Node 5 Floor 2,,Team G
GHALL01002,1340,1820,FLOOR_TWO,Shapiro,HALL,Hall Node 10 Floor 2,,Team G
GHALL01102,1396,1781,FLOOR_TWO,Shapiro,HALL,Hall Node 11 Floor 2,,Team G
GHALL01202,1395,1820,FLOOR_TWO,Shapiro,HALL,Hall Node 12 Floor 2,,Team G
GHALL01302,1450,1781,FLOOR_TWO,Shapiro,HALL,Hall Node 13 Floor 2,,Team G
GHALL01402,1450,1820,FLOOR_TWO,Shapiro,HALL,Hall Node 14 Floor 2,,Team G
GHALL01502,1502,1781,FLOOR_TWO,Shapiro,HALL,Hall Node 15 Floor 2,,Team G
GHALL01602,1502,1820,FLOOR_TWO,Shapiro,HALL,Hall Node 16 Floor 2,,Team G
GHALL01702,1578,1820,FLOOR_TWO,Shapiro,HALL,Hall Node 17 (Exit?) Floor 2,,Team G
GHALL01802,1630,1801,FLOOR_TWO,Shapiro,HALL,Hall Node 18 Floor 2,,Team G
GHALL02002,1684,1801,FLOOR_TWO,Shapiro,HALL,Hall Node 20 Floor 2,,Team G
GHALL02102,1683,1821,FLOOR_TWO,Shapiro,HALL,Hall Node 21 Floor 2,,Team G
GHALL02202,1720,1801,FLOOR_TWO,Shapiro,HALL,Hall Node 22 Floor 2,,Team G
GHALL02302,1726,1835,FLOOR_TWO,Shapiro,HALL,Hall Node 23 Floor 2,,Team G
GHALL02702,1726,1930,FLOOR_TWO,Shapiro,HALL,Hall Node 27 Floor 2,,Team G
GHALL02902,1728,2042,FLOOR_TWO,Shapiro,HALL,Hall Node 29 Floor 2,,Team G
GHALL03002,1580,2090,FLOOR_TWO,Shapiro,HALL,Hall Node 30 Floor 2,,Team G
GHALL03202,1684,2091,FLOOR_TWO,Shapiro,HALL,Hall Node 32 Floor 2,,Team G
GHALL03302,1692,2124,FLOOR_TWO,Shapiro,HALL,Hall Node 33 Floor 2,,Team G
GHALL03402,1724,2123,FLOOR_TWO,Shapiro,HALL,Hall Node 34 Floor 2,,Team G
GHALL03602,1580,2208,FLOOR_TWO,Shapiro,HALL,Hall Node 36 Floor 2,,Team G
GHALL03702,1692,2211,FLOOR_TWO,Shapiro,HALL,Hall Node 37 Floor 2,,Team G
GHALL03802,1726,2210,FLOOR_TWO,Shapiro,HALL,Hall Node 38 Floor 2,,Team G
GINFO01902,1630,1821,FLOOR_TWO,Shapiro,INFO,Info Node 19 Floor 2,Information Center Shapiro Floor 2,Team G
GREST00602,1284,1821,FLOOR_TWO,Shapiro,REST,Restroom Node 6 Floor 2,Restroom 1 Shapiro Floor 2,Team G
GREST03102,1628,2092,FLOOR_TWO,Shapiro,REST,Restroom Node 31 Floor 2,Handicap Accessible Restrooms Shapiro Floor 2,Team G
GSTAI02602,1686,1931,FLOOR_TWO,Shapiro,STAI,Stairs Node 26 Floor 2,Floor 2 Stairs Upper,Team G
GSTAI02802,1685,2041,FLOOR_TWO,Shapiro,STAI,Stairs Node 28 Floor 2,Floor 2 Stairs Lower,Team G
GDEPT00403,1580,2142,FLOOR_THREE,Shapiro,DEPT,Brigham Circle Medical Associates Node 4 Floor 3,Brigham Circle Medical Associates,Team G
GDEPT01403,1580,1904,FLOOR_THREE,Shapiro,DEPT,Watkins Clinic C Node 14 Floor 3,Watkins Clinic C,Team G
GELEV00N03,1628,1904,FLOOR_THREE,Shapiro,ELEV,Elevator N Node 15 Floor 3,Elevator N Floor 3,Team G
GELEV00Q03,1628,2142,FLOOR_THREE,Shapiro,ELEV,Elevator Q Node 5 Floor 3,Elevator Q Floor 3,Team G
GHALL00103,1562,2230,FLOOR_THREE,Shapiro,HALL,Hallway Node 1 Floor 3,,Team G
GHALL00203,1580,2230,FLOOR_THREE,Shapiro,HALL,Hallway Node 2 Floor 3,,Team G
GHALL00303,1580,2180,FLOOR_THREE,Shapiro,HALL,Hallway Node 3 Floor 3,,Team G
GHALL00603,1685,2142,FLOOR_THREE,Shapiro,HALL,Hallway Node 6 Floor 3,,Team G
GHALL00703,1685,2230,FLOOR_THREE,Shapiro,HALL,Hallway Node 7 Floor 3,,Team G
GHALL00803,1685,2106,FLOOR_THREE,Shapiro,HALL,Hallway Node 8 Floor 3,,Team G
GHALL01003,1580,2070,FLOOR_THREE,Shapiro,HALL,Hallway Node 10 Floor 3,,Team G
GHALL01103,1628,2070,FLOOR_THREE,Shapiro,HALL,Hallway Node 11 Floor 3,,Team G
GHALL01303,1580,2006,FLOOR_THREE,Shapiro,HALL,Hallway Node 13 Floor 3,,Team G
GREST01203,1628,2052,FLOOR_THREE,Shapiro,REST,Restroom Node 12 Floor 3,Restroom Shapiro Floor 3,Team G
GSERV01603,1580,1858,FLOOR_THREE,Shapiro,SERV,The Porch Node 16 Floor 3,The Porch,Team G
GSTAI00903,1685,2052,FLOOR_THREE,Shapiro,STAI,Staircase Node 9 Floor 3,Floor 3 Stairs ,Team G
GELEV00QL1,1637,2116,FLOOR_LONE,Shapiro,ELEV,Elevator Q Node 7 Floor L1,Elevator Q L1,Team G
GEXIT001L1,1702,2260,FLOOR_LONE,Shapiro,EXIT,Fenwood Road Exit Node 1 Floor L1,Fenwood Road Entrance/Exit L1,Team G
GHALL002L1,1702,2167,FLOOR_LONE,Shapiro,HALL,Hallway Node 2 Floor L1,,Team G
GHALL003L1,1688,2167,FLOOR_LONE,Shapiro,HALL,Hallway Node 3 Floor L1,,Team G
GHALL004L1,1666,2167,FLOOR_LONE,Shapiro,HALL,Hallway Node 4 Floor L1,,Team G
GHALL005L1,1688,2131,FLOOR_LONE,Shapiro,HALL,Hallway Node 5 Floor L1,,Team G
GHALL006L1,1665,2116,FLOOR_LONE,Shapiro,HALL,Hallway Node 6 Floor L1,,Team G
GSTAI008L1,1720,2131,FLOOR_LONE,Shapiro,STAI,Stairs Node 8 Floor L1,L1 Stairs,Team G
GELEV00QL2,1625,2089,FLOOR_LTWO,Shapiro,ELEV,Elevator Q Node 6 Floor L2,Elevator Q L2,Team G
GHALL001L2,1730,1585,FLOOR_LTWO,Shapiro,HALL,Hallway Node 1 Floor L2,,Team G
GHALL005L2,1642,2089,FLOOR_LTWO,Shapiro,HALL,Hallway Node 5 Floor L2,,Team G
GHALL007L2,1578,2089,FLOOR_LTWO,Shapiro,HALL,Hallway Node 7 Floor L2,,Team G
GHALL008L2,1577,2195,FLOOR_LTWO,Shapiro,HALL,Hallway Node 8 Floor L2,,Team G
GHALL009L2,1578,2032,FLOOR_LTWO,Shapiro,HALL,Hallway Node 9 Floor L2,,Team G
GHALL010L2,1550,2032,FLOOR_LTWO,Shapiro,HALL,Hallway Node 10 Floor L2,,Team G
GHALL011L2,1550,1966,FLOOR_LTWO,Shapiro,HALL,Hallway Node 11 Floor L2,,Team G
GHALL012L2,1512,1967,FLOOR_LTWO,Shapiro,HALL,Hallway Node 12 Floor L2,,Team G
GHALL013L2,1512,1910,FLOOR_LTWO,Shapiro,HALL,Hallway Node 13 Floor L2,,Team G
GHALL016L2,1512,1702,FLOOR_LTWO,Shapiro,HALL,Hallway Node 16 Floor L2,,Team G
GHALL017L2,1512,1539,FLOOR_LTWO,Shapiro,HALL,Hallway Node 17 Floor L2,,Team G
GLABS003L2,1729,2089,FLOOR_LTWO,Shapiro,LABS,Cardiovascular Imaging Center Floor L2,Cardiovascular Imaging Center,Team G
GLABS014L2,1512,1844,FLOOR_LTWO,Shapiro,LABS,Cardiac Stress Test Lab Floor L2,Cardiac Stress Test Lab,Team G
GLABS015L2,1512,1812,FLOOR_LTWO,Shapiro,LABS,CVRR Floor L2,CVRR,Team G
GREST004L2,1680,2090,FLOOR_LTWO,Shapiro,REST,Restroom Node 4 Floor L2,Restroom Shapiro L2,Team G
HHALL00102,1875,925,FLOOR_TWO,Tower,HALL,Hallway Connector 1 Floor 2,Hallway H00102,Team H
HHALL00202,1955,900,FLOOR_TWO,Tower,HALL,Hallway Connector 2 Floor 2,Hallway H00202,Team H
HRETL00102,1935,860,FLOOR_TWO,Tower,RETL,Garden Cafe,Garden Cafe,Team H
HHALL00302,2035,900,FLOOR_TWO,Tower,HALL,Hallway Connector 3 Floor 2,Hallway H00302,Team H
HSTAI00102,2060,880,FLOOR_TWO,Tower,STAI,Stairwell 1 Floor 2,Stairwell 0102,Team H
HHALL00402,1875,1025,FLOOR_TWO,Tower,HALL,Hallway Connector 4 Floor 2,Hallway H00402,Team H
HHALL00502,1825,1025,FLOOR_TWO,Tower,HALL,Hallway Connector 5 Floor 2,Hallway H00502,Team H
HRETL00202,1615,1025,FLOOR_TWO,Tower,RETL,Vending Machine Floor 2?,Vending Machine,Team H
HBATH00102,1605,1008,FLOOR_TWO,Tower,BATH,Bathroom 1 Tower Floor 2,Bathroom 0102,Team H
HRETL00302,1825,1080,FLOOR_TWO,Tower,RETL,Gift Shop Tower Floor 2,Gift Shop,Team H
HHALL00602,1775,1080,FLOOR_TWO,Tower,HALL,Hallway Connector 6 Floor 2,Hallway H00602,Team H
HHALL00702,1740,1165,FLOOR_TWO,Tower,HALL,Hallway Connector 7 Floor 2,Hallway H00702,Team H
HSTAI00202,1695,1165,FLOOR_TWO,Tower,STAI,Stairwell 2 Tower Floor 2,Stairwell 0202,Team H
HHALL00802,1740,1230,FLOOR_TWO,Tower,HALL,Hallway Connector 8 Floor 2,Hallway H00802,Team H
HSTAI00302,1790,1230,FLOOR_TWO,Tower,STAI,Escalator 1 Floor 2,Escalator 1 Floor 2,Team H
HHALL00902,1740,1280,FLOOR_TWO,Tower,HALL,Hallway Connector 9 Floor 2,Hallway H00902,Team H
HHALL01002,2055,1280,FLOOR_TWO,Tower,HALL,Hallway Connector 10 Floor 2,Hallway H01002,Team H
HDEPT00102,2055,1330,FLOOR_TWO,Tower,DEPT,Endoscopy,Endoscopy,Team H
HHALL00503,1680,1290,FLOOR_THREE,Tower,HALL,Hallway Connector 5 Floor 3,Hallway H00502,Team H
